詞目id,詞目類型,漢字,羅馬字,分類,羅馬字音檔檔名
,主詞目,血,【文】hiat,生理構造,2603(1)
,主詞目,血,【白】hueh/huih,"動物形體、行為,生理構造",2604(1)
,主詞目,行,hâng,"相關用語,數詞、量詞",2605(1)
,主詞目,行,hīng,心理活動,2606(1)
,主詞目,行,【白】kiânn,"肢體動作,性別、婚姻,交際應酬,交通、運輸",2607(1)
,主詞目,米𧉟,bí-tâi,昆蟲類,2608(1)
,主詞目,竹䈄,tik-ham,植物形體、狀態,2609(1)
,主詞目,百二,pah-jī/pah-lī,數詞、量詞,2610(1)
,主詞目,老人,lāu-lâng,生養老死,2611(1)
,主詞目,老人目,lāu-lâng-ba̍k,生養老死,2612(1)
,主詞目,老人斑,lāu-lâng-pan,生養老死,2613(1)
,主詞目,老大,láu-tuā,稱謂輩分,2614(1)
,主詞目,自己,tsū-kí,稱謂輩分,2615(1)
,主詞目,老大人,lāu-tuā-lâng,"稱謂輩分,生養老死",2616(1)
,主詞目,老大公,lāu-tuā-kong,神明、鬼怪、教派,2617(1)
,主詞目,肉丸仔,bah-uân-á,食物、飲料、煙酒,2618(1)
,主詞目,老公仔,lāu-kong-á,泛稱,2619(1)
,主詞目,老不修,lāu-put-siu,"個性風格,道德評價",2620(1)
,主詞目,百日,pah-ji̍t/pah-li̍t,"時間節令,婚喪喜慶,相關器具、活動",2621(1)
,主詞目,米斗,bí-táu,飲食物具,2622(1)
,主詞目,羊毛,iûnn-mn̂g,動物形體、行為,2623(1)
,主詞目,至少,tsì-tsió,副詞,2624(1)
,主詞目,色水,sik-tsuí,顏色、氣味,2625(1)
,主詞目,百日紅,pah-ji̍t-âng/pah-li̍t-âng,花草樹木,2626(1)
,主詞目,羊毛衫,iûnn-mn̂g-sann,衣帽鞋襪,2627(1)
,主詞目,百日嗽,pah-ji̍t-sàu/pah-li̍t-sàu,傷疾病痛,2628(1)
,主詞目,竹仔,tik-á,花草樹木,2629(1)
,主詞目,羊仔,iûnn-á,獸類,2630(1)
,主詞目,老兄,lāu-hiann,稱謂輩分,2631(1)
,主詞目,而且,jî-tshiánn/lî-tshiánn,連詞、介詞,2632(1)
,主詞目,耳仔,hīnn-á/hī-á,生理構造,2633(1)
,主詞目,羊仔目,iûnn-á-ba̍k,反應、表情,2634(1)
,主詞目,竹仔枝,tik-á-ki,植物形體、狀態,2635(1)
,主詞目,米仔麩,bí-á-hu,食物、飲料、煙酒,2636(1)
,主詞目,老去,lāu--khì,生養老死,2637(1)
,主詞目,肉包,bah-pau,食物、飲料、煙酒,2638(1)
,主詞目,米奶,bí-ling/bí-ni,食物、飲料、煙酒,2639(1)
,主詞目,羊母,iûnn-bó,獸類,2640(1)
,主詞目,老本,lāu-pún,錢財資產,2641(1)
,主詞目,老母,lāu-bú,"宗族、家庭,稱謂輩分",2642(1)
,主詞目,耳扒仔,hīnn-pê-á/hī-pê-á,生活用品,2643(1)
,主詞目,竹目,tik-ba̍k,植物形體、狀態,2644(1)
,主詞目,老生,lāu-sing,戲劇、音樂,2645(1)
,主詞目,耳目,ní-bo̍k,"生理構造,相關用語",2646(1)
,主詞目,肉皮,bah-phuê/bah-phê,食物、飲料、煙酒,2647(1)
,主詞目,自由,tsū-iû,"生活狀況,法律",2648(1)
,主詞目,自立,tsū-li̍p,生活狀況,2649(1)
,主詞目,自在,tsū-tsāi,心理狀態,2650(1)
,主詞目,竹扦,tik-tshuann,植物形體、狀態,2651(1)
,主詞目,老早,láu-tsá,時間節令,2652(1)
,主詞目,米色,bí-sik,顏色、氣味,2653(1)
,主詞目,肉色,bah-sik,顏色、氣味,2654(1)
,主詞目,血色,hueh-sik/huih-sik,"反應、表情,體態樣貌",2655(1)
,主詞目,百百空,pah-pah-khang,境況、狀態-擬事,2656(1)
,主詞目,自作自受,tsū-tsok-tsū-siū,待人處事,2657(1)
,主詞目,自作孽,tsū-tsok-gia̍t,待人處事,2658(1)
,主詞目,自我,tsū-ngóo,"個性風格,代名詞",2659(1)
,主詞目,行李,hîng-lí,旅行,2660(1)
,主詞目,老步定,lāu-pōo-tiānn,"才智能力,個性風格",2661(1)
,主詞目,百步蛇,pah-pōo-tsuâ,爬蟲、兩棲類,2662(1)
,主詞目,自私,tsū-su,個性風格,2663(1)
,主詞目,肉豆,bah-tāu,"蔬果作物,食物、飲料、煙酒",2664(1)
,主詞目,老芋仔,lāu-ōo-á,,2665(1)
,主詞目,羊角豆仔,iûnn-kak-tāu-á,"蔬果作物,醫療保健,食物、飲料、煙酒",2666(1)
,主詞目,自來水,tsū-lâi-tsuí,資源礦物,2667(1)
,主詞目,考卷,khó-kǹg,教育、學術,2668(1)
,主詞目,老命,lāu-miā,生養老死,2669(1)
,主詞目,百姓,peh-sènn/peh-sìnn,國家、社會、民眾,2670(1)
,主詞目,老姑婆,lāu-koo-pô,泛稱,2671(1)
,主詞目,米店,bí-tiàm,"商業,飲食物具,建築物、結構",2672(1)
,主詞目,考官,khó-kuann,"相關用語,教育、學術",2673(1)
,主詞目,自底,tsū-té/tsū-tué,副詞,2674(1)
,主詞目,肉拊,bah-hú,食物、飲料、煙酒,2675(1)
,主詞目,竹披仔,tik-phi-á,生活用品,2676(1)
,主詞目,老板,láu-pán,"地位、身世、背景,商業",2677(1)
,主詞目,老爸,lāu-pē,"宗族、家庭,稱謂輩分",2678(1)
,主詞目,老的,lāu--ê,,2679(1)
,主詞目,耳空,hīnn-khang/hī-khang,生理構造,2680(1)
,主詞目,色盲,sik-bông,傷疾病痛,2681(1)
,主詞目,耳空重,hīnn-khang-tāng/hī-khang-tāng,傷疾病痛,2682(1)
,主詞目,耳空鬼仔,hīnn-khang-kuí-á/hī-khang-kuí-á,生理構造,2683(1)
,主詞目,耳空輕,hīnn-khang-khin/hī-khang-khin,個性風格,2684(1)
,主詞目,米芳,bí-phang,食物、飲料、煙酒,2685(1)
,主詞目,老阿伯,lāu-a-peh,稱謂輩分,2686(1)
,主詞目,老阿婆,lāu-a-pô,稱謂輩分,2687(1)
,主詞目,自信,tsū-sìn,心理狀態,2688(1)
,主詞目,血型,hueh-hîng/huih-hîng,生理構造,2689(1)
,主詞目,耳屎,hīnn-sái/hī-sái,醫療保健,2690(1)
,主詞目,行後尾門,kiânn-āu-bué-mn̂g/kiânn-āu-bé-mn̂g,"相關用語,待人處事",2691(1)
,主詞目,行春,kiânn-tshun,"交際應酬,休閒、娛樂,相關器具、活動",2692(1)
,主詞目,行為,hîng-uî,待人處事,2693(1)
,主詞目,行軍,hîng-kun,軍事,2694(1)
,主詞目,行郊,hâng-kau,商業,2695(1)
,主詞目,自首,tsū-siú,法律,2696(1)
,主詞目,自修,tsū-siu,教育、學術,2697(1)
,主詞目,老倒勼,lāu-tò-kiu,生養老死,2698(1)
,主詞目,老師,lāu-su,"軍公教業,教育、學術",2699(1)
,主詞目,肉桂,jio̍k-kuì/lio̍k-kuì,"花草樹木,醫療保健",2700(1)
,主詞目,血氣,hueh-khì/huih-khì,"生理構造,醫療保健",2701(1)
,主詞目,行氣,kiânn-khì,醫療保健,2702(1)
,主詞目,耳珠,hīnn-tsu/hī-tsu,生理構造,2703(1)
,主詞目,羊眩,iûnn-hîn,傷疾病痛,2704(1)
,主詞目,肉砧,bah-tiam,"生活用品,飲食物具",2705(1)
,主詞目,米粉,bí-hún,食物、飲料、煙酒,2706(1)
,主詞目,老神在在,lāu-sîn-tsāi-tsāi,氣質態度,2707(1)
,主詞目,米粉炒,bí-hún-tshá,食物、飲料、煙酒,2708(1)
,主詞目,竹耙,tik-pê,生產工具,2709(1)
,主詞目,色素,sik-sòo,"生活用品,飲食物具",2710(1)
,主詞目,米酒,bí-tsiú,食物、飲料、煙酒,2711(1)
,主詞目,肉骨,bah-kut,"動物形體、行為,食物、飲料、煙酒",2712(1)
,主詞目,米酒頭仔,bí-tsiú-thâu-á,食物、飲料、煙酒,2713(1)
,主詞目,肉乾,bah-kuann,食物、飲料、煙酒,2714(1)
,主詞目,自動,tsū-tōng,"個性風格,氣質態度",2715(1)
,主詞目,行動,hîng-tōng,肢體動作,2716(1)
,主詞目,灰匙仔,hue-sî-á,科技、工業,2717(1)
,主詞目,自動車,tsū-tōng-tshia,交通、運輸,2718(1)
,主詞目,老婆仔,lāu-pô-á,稱謂輩分,2719(1)
,主詞目,老娼頭,lāu-tshang-thâu,服務業及其他,2720(1)
,主詞目,自強,tsū-kiông,生活狀況,2721(1)
,主詞目,色彩,sik-tshái,顏色、氣味,2722(1)
,主詞目,老康健,lāu-khong-kiān,"生養老死,醫療保健",2723(1)
,主詞目,行徙,kiânn-suá,肢體動作,2724(1)
,主詞目,行情,hâng-tsîng,財務單位、活動,2725(1)
,主詞目,肉脯,bah-póo,食物、飲料、煙酒,2726(1)
,主詞目,行船,kiânn-tsûn,交通、運輸,2727(1)
,主詞目,血蚶,hueh-ham/huih-ham,"魚蝦海獸,食物、飲料、煙酒",2728(1)
,主詞目,肉豉仔,bah-sīnn-á,食物、飲料、煙酒,2729(1)
,主詞目,百貨,pah-huè/pah-hè,生活用品,2730(1)
,主詞目,百貨公司,pah-huè kong-si/pah-hè kong-si,"商業,服務業及其他,建築物、結構",2731(1)
,主詞目,行透透,kiânn-thàu-thàu,旅行,2732(1)
,主詞目,肉魚仔,bah-hî-á/bah-hû-á,"魚蝦海獸,食物、飲料、煙酒",2733(1)
,主詞目,自尊心,tsū-tsun-sim,心理狀態,2734(1)
,主詞目,竹棑,tik-pâi,交通、運輸,2735(1)
,主詞目,行棋,kiânn-kî,休閒、娛樂,2736(1)
,主詞目,江湖,kang-ôo,"空間方位,組織團體,氣質態度",2737(1)
,主詞目,羊犅,iûnn-káng,獸類,2738(1)
,主詞目,老牌,láu-pâi,"商業,才智能力",2739(1)
,主詞目,老猴,lāu-kâu,"性別、婚姻,稱謂輩分",2740(1)
,主詞目,自然,tsū-jiân/tsū-liân,"氣質態度,境況、狀態-擬人,境況、狀態-擬物",2741(1)
,主詞目,老牌子,lāu-pâi-tsú,商業,2742(1)
,主詞目,老番顛,lāu-huan-tian,個性風格,2743(1)
,主詞目,老硞硞,lāu-khok-khok,生養老死,2744(1)
,主詞目,行短路,kiânn-té-lōo,生養老死,2745(1)
,主詞目,竹筅,tik-tshíng,生活用品,2746(1)
,主詞目,竹筍,tik-sún,"蔬果作物,食物、飲料、煙酒",2747(1)
,主詞目,竹筒,tik-tâng,生活用品,2748(1)
,主詞目,米粟,bí-tshik,"農林業,食物、飲料、煙酒",2749(1)
,主詞目,米絞,bí-ká,農林業,2750(1)
,主詞目,肉絲,bah-si,食物、飲料、煙酒,2751(1)
,主詞目,血筋,hueh-kin/huih-kun,"動物形體、行為,生理構造",2752(1)
,主詞目,自費,tsū-huì,財務單位、活動,2753(1)
,主詞目,米間,bí-king,"農林業,建築物、結構",2754(1)
,主詞目,肉酥,bah-soo,食物、飲料、煙酒,2755(1)
,主詞目,肉圓,bah-uân,食物、飲料、煙酒,2756(1)
,主詞目,肉感,bah-kám,體態樣貌,2757(1)
,主詞目,自新,tsū-sin,心理活動,2758(1)
,主詞目,老歲仔,lāu-huè-á/lāu-hè-á,稱謂輩分,2759(1)
,主詞目,行經,kiânn-king,醫療保健,2760(1)
,主詞目,百萬,pah-bān,數詞、量詞,2761(1)
,主詞目,竹葉,tik-hio̍h,植物形體、狀態,2762(1)
,主詞目,考試,khó-tshì,教育、學術,2763(1)
,主詞目,竹跤,tik-kha,空間方位,2764(1)
,主詞目,肉跤仔,bah-kha-á,才智能力,2765(1)
,主詞目,血路,hueh-lōo/huih-lōo,"生理構造,醫療保健",2766(1)
,主詞目,行路,kiânn-lōo,肢體動作,2767(1)
,主詞目,行運,kiânn-ūn,生活狀況,2768(1)
,主詞目,行路工,kiânn-lōo-kang,錢財資產,2769(1)
,主詞目,耳鉤,hīnn-kau/hī-kau,"珠寶飾品,理容、化妝",2770(1)
,主詞目,老實,láu-si̍t,個性風格,2771(1)
,主詞目,考察,khó-tshat,相關用語,2772(1)
,主詞目,竹箍,tik-khoo,生活用品,2773(1)
,主詞目,竹管,tik-kóng,生活用品,2774(1)
,主詞目,肉粽,bah-tsàng,"食物、飲料、煙酒,相關器具、活動",2775(1)
,主詞目,血管,hueh-kńg/huih-kńg,"動物形體、行為,生理構造",2776(1)
,主詞目,肉粽角,bah-tsàng-kak,建築物、結構,2777(1)
,主詞目,肉粽節,Bah-tsàng-tseh/Bah-tsàng-tsueh,"時間節令,生活狀況,相關器具、活動",2778(1)
,主詞目,竹蓆,tik-tshio̍h,生活用品,2779(1)
,主詞目,肉餅,bah-piánn,食物、飲料、煙酒,2780(1)
,主詞目,米價,bí-kè,"商業,生活狀況,生產工具",2781(1)
,主詞目,考慮,khó-lī/khó-lū,心理活動,2782(1)
,主詞目,百樣,pah-iūnn,"境況、狀態-擬人,境況、狀態-擬物",2783(1)
,主詞目,米漿,bí-tsiunn,食物、飲料、煙酒,2784(1)
,主詞目,米潘,bí-phun,漁牧業,2785(1)
,主詞目,肉瘤,bah-liû,傷疾病痛,2786(1)
,主詞目,灰窯,hue-iô,"科技、工業,建築物、結構",2787(1)
,主詞目,竹箬,tik-ha̍h,植物形體、狀態,2788(1)
,主詞目,老練,láu-liān,才智能力,2789(1)
,主詞目,色緻,sik-tī,顏色、氣味,2790(1)
,主詞目,竹膜,tik-mo̍oh,植物形體、狀態,2791(1)
,主詞目,行踏,kiânn-ta̍h,"交際應酬,待人處事",2792(1)
,主詞目,竹篙,tik-ko,生活用品,2793(1)
,主詞目,米篩,bí-thai,"生活用品,飲食物具",2794(1)
,主詞目,米糕,bí-ko,食物、飲料、煙酒,2795(1)
,主詞目,米糕𣻸,bí-ko-siûnn,性別、婚姻,2796(1)
,主詞目,竹篙叉,tik-ko-tshe,生活用品,2797(1)
,主詞目,米篩目,bí-thai-ba̍k,食物、飲料、煙酒,2798(1)
,主詞目,米糕糜,bí-ko-muê/bí-ko-bê,"食物、飲料、煙酒,相關器具、活動",2799(1)
,主詞目,至親,tsì-tshin,宗族、家庭,2800(1)
,主詞目,自頭,tsū-thâu,副詞,2801(1)
,主詞目,米龜,bí-ku,昆蟲類,2802(1)
,主詞目,血壓,hueh-ap/huih-ap,醫療保健,2803(1)
,主詞目,耳環,hīnn-khuân/hī-khuân,"珠寶飾品,理容、化妝",2804(1)
,主詞目,米糠,bí-khng,食物、飲料、煙酒,2805(1)
,主詞目,竹篾仔,tik-bi̍h-á,植物形體、狀態,2806(1)
,主詞目,自謙,tsū-khiam,心理狀態,2807(1)
,主詞目,米甕,bí-àng,"生活用品,飲食物具",2808(1)
,主詞目,行禮,kiânn-lé,"肢體動作,交際應酬,待人處事",2809(1)
,主詞目,耳甕仔,hīnn-àng-á/hī-àng-á,生理構造,2810(1)
,主詞目,米糧,bí-niû,食物、飲料、煙酒,2811(1)
,主詞目,米蟲,bí-thâng,"昆蟲類,商業,相關用語",2812(1)
,主詞目,自轉車,tsū-tsuán-tshia,交通、運輸,2813(1)
,主詞目,行醫,hîng-i,醫療保健,2814(1)
,主詞目,竹雞仔,tik-ke-á/tik-kue-á,"禽類,泛稱",2815(1)
,主詞目,肉雞仔,bah-ke-á/bah-kue-á,"禽類,食物、飲料、煙酒",2816(1)
,主詞目,肉鯽仔,bah-tsit-á,"魚蝦海獸,食物、飲料、煙酒",2817(1)
,主詞目,肉羹,bah-kenn/bah-kinn,食物、飲料、煙酒,2818(1)
,主詞目,竹蟶,tik-than,"魚蝦海獸,食物、飲料、煙酒",2819(1)
,主詞目,耳鏡,hīnn-kiànn/hī-kiànn,生理構造,2820(1)
,主詞目,老顛倒,lāu-thian-tho̍h,個性風格,2821(1)
,主詞目,米攕,bí-tshiám,農林業,2822(1)
,主詞目,米籃,bí-nâ,"生活用品,飲食物具",2823(1)
,主詞目,自覺,tsū-kak,心理活動,2824(1)
,主詞目,考驗,khó-giām,生活狀況,2825(1)
,主詞目,米籮,bí-luâ,"生活用品,飲食物具",2826(1)
,主詞目,米粩,bí-láu,食物、飲料、煙酒,2827(1)
,主詞目,百襇裙,pah-kíng-kûn,衣帽鞋襪,2828(1)
,主詞目,衣,【文】i,衣帽鞋襪,2829(1)
,主詞目,衣,【白】ui,生理構造,2830(1)
,主詞目,西,【白】sai,"地理,空間方位",2831(1)
,主詞目,西,【文】se,"地理,空間方位",2832(1)
,主詞目,西刀舌,sai-to-tsi̍h,"魚蝦海獸,食物、飲料、煙酒",2833(1)
,主詞目,西天,se-thian,相關器具、活動,2834(1)
,主詞目,西方,se-hong,"空間方位,相關器具、活動",2835(1)
,主詞目,西爿,sai-pîng,"地理,空間方位",2836(1)
,主詞目,西北,sai-pak,"地理,空間方位",2837(1)
,主詞目,西北雨,sai-pak-hōo,"氣候溫度,自然現象",2838(1)
,主詞目,西瓜,si-kue,"蔬果作物,食物、飲料、煙酒",2839(1)
,主詞目,西式,se-sik,性質、程度,2840(1)
,主詞目,西門町,Se-mn̂g-ting,"空間方位,國家、社會、民眾",2841(1)
,主詞目,西洋,Se-iûnn,國家、社會、民眾,2842(1)
,主詞目,西洋人,Se-iûnn-lâng,"泛稱,人種、民族",2843(1)
,主詞目,西秦王爺,Se-tsîn-ông-iâ,戲劇、音樂,2844(1)
,主詞目,西照日,sai-tsiò-ji̍t/sai-tsiò-li̍t,"天文,自然現象",2845(1)
,主詞目,西裝,se-tsong,衣帽鞋襪,2846(1)
,主詞目,西醫,se-i,"服務業及其他,醫療保健",2847(1)
,主詞目,西藥,se-io̍h,醫療保健,2848(1)
,主詞目,西藥房,se-io̍h-pâng,"醫療保健,建築物、結構",2849(1)
,主詞目,串,【白】tshǹg,數詞、量詞,2850(1)
,主詞目,串,【文】tshuàn,"數詞、量詞,副詞",2851(1)
,主詞目,伯,【白】peh,"宗族、家庭,稱謂輩分",2852(1)
,主詞目,估,kóo,財務單位、活動,2853(1)
,主詞目,伴,【白】phuānn,交際應酬,2854(1)
,主詞目,伸,【白】tshun,肢體動作,2855(1)
,主詞目,伸,【文】sin,"語言、文字、符號,一般動詞-活動動詞",2856(1)
,主詞目,伻【替】,phenn,一般動詞-行為動詞,2857(1)
,主詞目,佇,tī,連詞、介詞,2858(1)
,主詞目,佈,pòo,"一般動詞-行為動詞,一般動詞-靜態動詞",2859(1)
,主詞目,位,uī,"空間方位,數詞、量詞",2860(1)
,主詞目,何,【文】hô,"宗族、家庭,副詞",2861(1)
,主詞目,佗【替】,tó,疑問詞,2862(1)
,主詞目,佗【替】,toh,代名詞,2863(1)
,主詞目,佛,【文】Hu̍t,神明、鬼怪、教派,2864(1)
,主詞目,佛,【白】Pu̍t,神明、鬼怪、教派,2865(1)
,主詞目,作,【白】tsoh,"農林業,生活勞動,一般動詞-活動動詞",2866(1)
,主詞目,作,【文】tsok,"生活勞動,體育、運動,一般動詞-活動動詞",2867(1)
,主詞目,你【替】,lí,代名詞,2868(1)
,主詞目,克,khik,一般動詞-行為動詞,2869(1)
,主詞目,兌,【文】tuē,財務單位、活動,2870(1)
,主詞目,兌,【白】tuī,"財務單位、活動,一般動詞-行為動詞",2871(1)
,主詞目,免,bián,一般動詞-靜態動詞,2872(1)
,主詞目,兵,ping,"軍公教業,軍事",2873(1)
,主詞目,冷,líng,"氣候溫度,氣質態度,心理狀態",2874(1)
,主詞目,佗一个,tó tsi̍t ê,代名詞,2875(1)
,主詞目,何乜苦,hô-mí-khóo,副詞,2876(1)
,主詞目,伯公,peh-kong,"宗族、家庭,稱謂輩分",2877(1)
,主詞目,伸勻,tshun-ûn,"肢體動作,生活狀況",2878(1)
,主詞目,伸勼,tshun-kiu,待人處事,2879(1)
,主詞目,伴手,phuānn-tshiú,"婚喪喜慶,交際應酬,待人處事",2880(1)
,主詞目,伸手,tshun-tshiú,"肢體動作,生活狀況",2881(1)
,主詞目,佃戶,tiān-hōo,農林業,2882(1)
,主詞目,住戶,tsū-hōo,"宗族、家庭,居住環境",2883(1)
,主詞目,作文,tsok-bûn,文學、藝術,2884(1)
,主詞目,佛手瓜,hu̍t-tshiú-kue,"蔬果作物,食物、飲料、煙酒",2885(1)
,主詞目,串仔,tshǹg-á,"魚蝦海獸,食物、飲料、煙酒",2886(1)
,主詞目,佛仔,pu̍t-á,神明、鬼怪、教派,2887(1)
,主詞目,兵仔,ping-á,"軍公教業,軍事",2888(1)
,主詞目,何必,hô-pit,副詞,2889(1)
,主詞目,作用,tsok-iōng,心理活動,2890(1)
,主詞目,作田,tsoh-tshân,農林業,2891(1)
,主詞目,作田人,tsoh-tshân-lâng,農林業,2892(1)
,主詞目,佛寺,hu̍t-sī,"建築物、結構,相關器具、活動",2893(1)
,主詞目,佗位,tó-uī,代名詞,2894(1)
,主詞目,冷吱吱,líng-ki-ki,"氣候溫度,反應、表情,性質、程度",2895(1)
,主詞目,住址,tsū-tsí,"居住環境,房屋租賃、搬遷",2896(1)
,主詞目,作弄,tsok-lōng,"個性風格,待人處事",2897(1)
,主詞目,作怪,tsok-kuài,"個性風格,相關器具、活動",2898(1)
,主詞目,住所,tsū-sóo,"建築物、結構,居住環境",2899(1)
,主詞目,克服,khik-ho̍k,一般動詞-行為動詞,2900(1)
,主詞目,何況,hô-hóng,連詞、介詞,2901(1)
,主詞目,作法,tsok-huat,相關器具、活動,2902(1)
,主詞目,作物,tsok-bu̍t,蔬果作物,2903(1)
,主詞目,古物商,kóo-bu̍t-siong,商業,2904(1)
,主詞目,作者,tsok-tsiá,"文學、藝術,戲劇、音樂",2905(1)
,主詞目,佛門,hu̍t-mn̂g,相關器具、活動,2906(1)
,主詞目,伸長手,tshun-tn̂g-tshiú,生活狀況,2907(1)
,主詞目,伶俐,líng-lī,"才智能力,境況、狀態-擬人",2908(1)
,主詞目,佇咧,tī-leh,連詞、介詞,2909(1)
,主詞目,作品,tsok-phín,"文學、藝術,戲劇、音樂",2910(1)
,主詞目,伴奏,phuānn-tsàu,戲劇、音樂,2911(1)
,主詞目,但是,tān-sī,連詞、介詞,2912(1)
,主詞目,作為,tsok-uî,相關用語,2913(1)
,主詞目,何苦,hô-khóo,副詞,2914(1)
,主詞目,作家,tsok-ka,服務業及其他,2915(1)
,主詞目,冷氣,líng-khì,"氣候溫度,生活用品",2916(1)
,主詞目,佛祖,Pu̍t-tsóo,神明、鬼怪、教派,2917(1)
,主詞目,伴娶,phuānn-tshuā,"性別、婚姻,婚喪喜慶",2918(1)
,主詞目,佛堂,hu̍t-tn̂g,相關器具、活動,2919(1)
,主詞目,佛教,Hu̍t-kàu,神明、鬼怪、教派,2920(1)
,主詞目,串通,tshuàn-thong,待人處事,2921(1)
,主詞目,伯勞仔,pit-lô-á,禽類,2922(1)
,主詞目,兌換,tuī-uānn,一般動詞-行為動詞,2923(1)
,主詞目,免稅,bián-suè/bián-sè,財務單位、活動,2924(1)
,主詞目,免費,bián-huì,財務單位、活動,2925(1)
,主詞目,作亂,tsok-luān,一般動詞-行為動詞,2926(1)
