漢字,羅馬字,建議順序,類型
憷,tshoo,,甘
憸,tshiam,,甘
憸,siam,,甘
憹,lông,,甘
憺,tām,,甘
憼,kíng,,甘
憽,tshong,,甘
憿,hiau,,甘
懀,kuè,,甘
懀,uè,,甘
懁,kuàn,,甘
懃,khûn,,甘
懅,kù,,甘
懅,kû,,甘
懆,tshò,,甘
懈,hāi,,甘
懋,bōo,,甘
懌,i̍k,,甘
懕,iam,,甘
懘,thì,,甘
懜,bōng,,甘
懟,tuī,,甘
懠,tse,,甘
懠,tsê,,甘
懣,buán,,甘
懣,būn,,甘
懤,tiû,,甘
懤,tiū,,甘
懧,lîng,,甘
懩,ióng,,甘
懫,tsì,,甘
懫,thì,,甘
懫,tì,,甘
懭,khòng,,甘
懭,kóng,,甘
懮,iu,,甘
懮,iú,,甘
懯,hu,,甘
懰,liú,,甘
懰,liû,,甘
懻,kì,,甘
懽,huan,,甘
懽,kuàn,,甘
懾,liap,,甘
戁,lán,,甘
戃,thóng,,甘
戄,ha̍k,,甘
戄,kio̍k,,甘
戈,ko,,甘
戉,ua̍t,,甘
戍,sù,,甘
戎,jiông,,甘
戔,tsian,,甘
戔,tsân,,甘
戕,tshiông,,甘
戙,tōng,,甘
戛,khiat,,甘
戠,tsit,,甘
戠,sì,,甘
戡,kham,,甘
戢,tship,,甘
戣,kuî,,甘
戧,tshong,,甘
戩,tsián,,甘
戭,ián,,甘
戭,ín,,甘
戭,iú,,甘
戱,hoo,,甘
戱,hì,,甘
戺,sì,,甘
戺,sū,,甘
扂,tiām,,甘
扃,king,,甘
扃,kíng,,甘
扈,hōo,,甘
扉,hui,,甘
扊,iám,,甘
扎,tsat,,甘
扐,li̍k,,甘
扔,jîng,,甘
扚,tsiok,,甘
扚,tik,,甘
扞,hán,,甘
扞,hān,,甘
扠,tsha,,甘
扡,sì,,甘
扡,sū,,甘
扡,tho,,甘
扢,git,,甘
扢,gut,,甘
扢,hut,,甘
扢,kut,,甘
扤,gut,,甘
扤,gu̍t,,甘
扦,tshian,,甘
扱,tshap,,甘
扱,kip,,甘
扲,khiâm,,甘
扲,khîm,,甘
扳,phan,,甘
扵,oo,,甘
扷,hó,,甘
扻,khám,,甘
扽,tùn,,甘
抁,ún,,甘
抃,piān,,甘
抆,bún,,甘
抆,būn,,甘
抈,gua̍t,,甘
抉,kuat,,甘
抌,tám,,甘
抎,ún,,甘
抐,la̍p,,甘
抒,thú,,甘
抔,phoo,,甘
抔,pôo,,甘
抖,tóo,,甘
抦,píng,,甘
抦,pìng,,甘
抧,tsí,,甘
抪,pòo,,甘
抬,thai,,甘
抯,tshé,,甘
抯,tshiánn,,甘
抯,tsa,,甘
抰,iong,,甘
抰,ióng,,甘
抶,sik,,甘
抶,thik,,甘
抸,tsat,,甘
抺,bī,,甘
拂,hut,,甘
拂,pi̍t,,甘
担,khiat,,甘
担,thán,,甘
拉,lia̍p,,甘
拉,la̍p,,甘
拉,liap,,甘
拉,la,,甘
拊,hú,,甘
拌,phuan,,甘
拌,puàn,,甘
拌,puān,,甘
拎,lîng,,甘
拏,ná,,甘
拫,hun,,甘
拮,khiat,,甘
拰,jím,,甘
拲,khióng,,甘
拴,tshuan,,甘
拴,tshuân,,甘
拵,tsûn,,甘
拶,suán,,甘
拷,khó,,甘
拹,hia̍p,,甘
挂,huā,,甘
挂,kuà,,甘
挃,tsik,,甘
挅,tó,,甘
挆,tó,,甘
挋,tsín,,甘
挌,kik,,甘
挍,kàu,,甘
挏,tông,,甘
挏,tōng,,甘
挐,jû,,甘
挐,ná,,甘
挓,tsa,,甘
挖,uat,,甘
挪,lô,,甘
挪,ná,,甘
挬,pu̍t,,甘
挭,kíng,,甘
挰,tîng,,甘
挵,lōng,,甘
挶,kiok,,甘
挷,pang,,甘
挹,ip,,甘
挻,iân,,甘
挻,sian,,甘
捁,káu,,甘
捁,kiáu,,甘
捂,gōo,,甘
捂,ngôo,,甘
捂,ngōo,,甘
捃,khùn,,甘
捄,kiû,,甘
捊,pâu,,甘
捊,phau,,甘
捌,pat,,甘
捍,hán,,甘
捍,hān,,甘
捒,tshik,,甘
捒,sok,,甘
捓,iâ,,甘
捔,kak,,甘
捖,uân,,甘
捖,uān,,甘
捗,pōo,,甘
捘,tsùn,,甘
捥,uan,,甘
捦,khiâm,,甘
捦,khîm,,甘
捩,lē,,甘
捫,bún,,甘
捫,bûn,,甘
捬,bú,,甘
捬,hú,,甘
捬,hù,,甘
捭,pâi,,甘
据,kù,,甘
捱,gâi,,甘
捵,thián,,甘
捹,phun,,甘
捺,lat,,甘
捼,juê,,甘
捼,lô,,甘
捼,uí,,甘
捽,sut,,甘
捾,kuán,,甘
捾,uán,,甘
捾,uat,,甘
掂,tiam,,甘
掄,lûn,,甘
掅,tshìng,,甘
掆,kong,,甘
掊,phoo,,甘
掊,phóo,,甘
掊,puê,,甘
掊,am,,甘
掋,tsí,,甘
掍,hūn,,甘
掍,kún,,甘
掏,tho,,甘
掏,tô,,甘
掐,khap,,甘
掐,khi̍p,,甘
掔,khian,,甘
掕,lîng,,甘
掖,i̍k,,甘
掙,tsìng,,甘
掙,tshing,,甘
掜,gé,,甘
掜,gí,,甘
掜,liap,,甘
掝,hi̍k,,甘
掞,iám,,甘
掞,siām,,甘
掟,tīng,,甘
掤,ping,,甘
掫,tsoo,,甘
掬,kiok,,甘
掯,khìng,,甘
掹,bíng,,甘
掽,phìng,,甘
掾,iān,,甘
揁,tsing,,甘
揃,tsian,,甘
揃,tsián,,甘
揄,iâu,,甘
揄,iû,,甘
揄,jû,,甘
揅,gian,,甘
揆,khuí,,甘
揆,kuí,,甘
揆,kuî,,甘
揇,lám,,甘
揌,su,,甘
揎,suan,,甘
揑,gé,,甘
揑,gí,,甘
揑,liap,,甘
揑,lia̍p,,甘
揓,sí,,甘
揕,tsim,,甘
揕,thìm,,甘
揕,tim,,甘
揖,tship,,甘
揖,ip,,甘
揗,sûn,,甘
揗,sūn,,甘
揜,iám,,甘
揞,ám,,甘
揟,su,,甘
揠,at,,甘
揢,khik,,甘
揣,tshuí,,甘
揤,tsiat,,甘
揥,tè,,甘
揥,thè,,甘
揦,la̍t,,甘
揧,la̍t,,甘
揩,khai,,甘
揩,khài,,甘
揪,tsiû,,甘
揯,khíng,,甘
揰,tshiòng,,甘
揰,tiōng,,甘
揱,siau,,甘
揱,siok,,甘
揱,sok,,甘
揲,sia̍p,,甘
揲,tia̍p,,甘
揳,siat,,甘
揵,khiân,,甘
揵,kián,,甘
揵,kiān,,甘
揶,iâ,,甘
搆,koo,,甘
搆,kòo,,甘
搉,khak,,甘
搊,tshiu,,甘
搊,tsoo,,甘
搋,thí,,甘
搌,tián,,甘
搎,sun,,甘
搐,thiok,,甘
搑,jióng,,甘
搒,pông,,甘
搓,tsho,,甘
搔,jiáu,,甘
搔,so,,甘
搕,khap,,甘
搗,tó,,甘
搘,tsi,,甘
搙,lōo,,甘
搙,la̍k,,甘
搛,kiam,,甘
搛,liâm,,甘
搝,khiú,,甘
搠,sok,,甘
搡,sóng,,甘
搣,bia̍t,,甘
搤,ik,,甘
搥,tuî,,甘
搦,li̍k,,甘
搦,jio̍k,,甘
搨,tap,,甘
搨,thap,,甘
搩,kia̍t,,甘
搪,tông,,甘
搮,lik,,甘
搯,tho,,甘
搯,tô,,甘
搰,hut,,甘
搰,khut,,甘
搴,khian,,甘
搷,tian,,甘
搷,tiân,,甘
搹,kik,,甘
携,hê,,甘
搽,tshâ,,甘
摀,óo,,甘
摃,kòng,,甘
摋,sat,,甘
摌,sán,,甘
摎,khiu,,甘
摐,tshiong,,甘
摐,tshong,,甘
摑,kik,,甘
摑,kok,,甘
摒,pìng,,甘
摓,hông,,甘
摙,lián,,甘
摛,lî,,甘
摜,kuàn,,甘
摝,kik,,甘
摝,lo̍k,,甘
摞,lô,,甘
摞,lō,,甘
摟,lôo,,甘
摠,phi,,甘
摠,pî,,甘
摠,tsóng,,甘
摡,khài,,甘
摤,tshióng,,甘
摥,thóng,,甘
摫,kui,,甘
摭,tsik,,甘
摭,tsià,,甘
摲,tsām,,甘
摳,khu,,甘
摴,thu,,甘
摵,tshiok,,甘
摵,sik,,甘
摶,thuân,,甘
摼,khing,,甘
摽,phiau,,甘
摽,piáu,,甘
撅,khuat,,甘
撈,lô,,甘
撈,lō,,甘
撉,tun,,甘
撊,hán,,甘
撊,hān,,甘
撋,juân,,甘
撋,juê,,甘
撓,láu,,甘
撕,su,,甘
撝,hui,,甘
撝,uî,,甘
撟,kiáu,,甘
撟,kiāu,,甘
撠,kik,,甘
撢,tham,,甘
撢,thâm,,甘
撣,tân,,甘
撣,tān,,甘
撦,tshé,,甘
撦,tshiá,,甘
撨,tsiâu,,甘
撩,liān,,甘
撩,liáu,,甘
撩,liâu,,甘
撬,hiau,,甘
撬,khiau,,甘
撱,thó,,甘
撱,thò,,甘
撲,phok,,甘
撻,that,,甘
撼,hám,,甘
撽,kik,,甘
撽,khiau,,甘
撾,tshua,,甘
撾,ko,,甘
撿,kiám,,甘
撿,liám,,甘
擀,kán,,甘
擃,lông,,甘
擄,lóo,,甘
擉,tshiok,,甘
擉,tsiok,,甘
擉,sio̍k,,甘
擋,tóng,,甘
擋,tòng,,甘
擐,huān,,甘
擐,suan,,甘
擓,khuài,,甘
擕,hê,,甘
擖,kat,,甘
擗,phik,,甘
擗,pi̍t,,甘
擠,tse,,甘
擠,tsé,,甘
擠,tsè,,甘
擢,tso̍k,,甘
擣,tó,,甘
擤,híng,,甘
擤,síng,,甘
擥,lâm,,甘
擩,jú,,甘
擩,jû,,甘
擪,iám,,甘
擪,iap,,甘
擭,huā,,甘
擭,hōo,,甘
擭,hok,,甘
擮,tsik,,甘
擮,tsia̍t,,甘
擯,pìn,,甘
擰,lîng,,甘
擱,kok,,甘
擲,ti̍k,,甘
擴,khok,,甘
擷,khiat,,甘
擸,lia̍p,,甘
擻,sóo,,甘
擼,lóo,,甘
擽,lio̍k,,甘
擿,tik,,甘
擿,ti̍k,,甘
擿,thik,,甘
攂,luī,,甘
攃,tshat,,甘
攃,sat,,甘
攄,thu,,甘
攆,lián,,甘
攉,hok,,甘
攋,la̍t,,甘
攋,nāi,,甘
攎,lôo,,甘
攐,khian,,甘
攑,khiân,,甘
攖,ing,,甘
攘,jióng,,甘
攘,jiông,,甘
攘,jiōng,,甘
攙,tshâm,,甘
攛,tshuàn,,甘
攞,ló,,甘
攣,luân,,甘
攣,luān,,甘
攩,tóng,,甘
攫,khiok,,甘
攫,khok,,甘
攮,lóng,,甘
攰,khuì,,甘
攲,khi,,甘
攷,khó,,甘
攸,iu,,甘
攸,iû,,甘
攽,pan,,甘
攽,pin,,甘
敁,tiam,,甘
敂,khòo,,甘
敃,bín,,甘
敃,bîn,,甘
敉,bí,,甘
敔,gú,,甘
敕,thik,,甘
敖,ngôo,,甘
敖,ngōo,,甘
敖,gô,,甘
敖,gō,,甘
敞,tshióng,,甘
敠,tuat,,甘
敥,iām,,甘
敫,kik,,甘
敱,khái,,甘
敹,liâu,,甘
敺,óo,,甘
敺,áu,,甘
敺,khu,,甘
敻,hiàn,,甘
敻,khîng,,甘
斁,i̍k,,甘
斁,tòo,,甘
斁,to̍k,,甘
斆,ha̍k,,甘
斈,ha̍k,,甘
斒,pan,,甘
斕,lân,,甘
斛,ha̍k,,甘
斝,ká,,甘
斞,jú,,甘
斢,thóo,,甘
斨,tshiong,,甘
斫,tshiok,,甘
斫,tsiok,,甘
斮,tshiok,,甘
斲,tok,,甘
斳,kín,,甘
斳,kīn,,甘
斵,tok,,甘
斶,tshiok,,甘
斸,tsiok,,甘
斿,iû,,甘
旂,kî,,甘
旃,tsian,,甘
旄,môo,,甘
旆,phài,,甘
旈,liû,,甘
旊,hóng,,甘
旌,tsing,,甘
旌,sing,,甘
旎,nî,,甘
旐,tiāu,,甘
旒,liû,,甘
旓,sau,,甘
旓,siau,,甘
旘,tshì,,甘
旘,tsì,,甘
旛,huan,,甘
旝,kuè,,甘
无,bû,,甘
无,kì,,甘
旡,bû,,甘
旡,kì,,甘
旣,kì,,甘
旧,kiū,,甘
旪,hia̍p,,甘
旰,hán,,甘
旻,bûn,,甘
旿,ngóo,,甘
昃,tsik,,甘
昄,pán,,甘
昉,hóng,,甘
昐,hun,,甘
昑,khím,,甘
昒,hut,,甘
昕,him,,甘
昜,iông,,甘
昞,píng,,甘
昡,hiân,,甘
昢,phut,,甘
昣,tsín,,甘
昤,lîng,,甘
昫,hú,,甘
昬,hun,,甘
昳,tia̍t,,甘
昴,báu,,甘
昵,lik,,甘
昵,li̍k,,甘
昶,tshióng,,甘
昶,tshiáng,,雅
昺,píng,,甘
晁,tiâu,,甘
晁,tiāu,,甘
晃,hóng,,甘
晄,hóng,,甘
晄,kóng,,甘
晅,suan,,甘
晈,kiáu,,甘
晊,tsit,,甘
晋,tsìn,,甘
晌,hiòng,,甘
晌,sióng,,甘
晐,kai,,甘
晒,sà,,甘
晙,tsùn,,甘
晛,hiān,,甘
晛,hián,,甘
晞,hi,,甘
晢,tsè,,甘
晢,tsiat,,甘
晣,tsè,,甘
晤,gōo,,甘
晤,ngōo,,甘
晥,uán,,甘
晦,huè,,甘
晬,tsuì,,甘
晰,sik,,甘
晷,khuí,,甘
晷,kuí,,甘
晸,tsíng,,甘
晻,ám,,甘
晻,iám,,甘
晼,uán,,甘
晾,liōng,,甘
暄,suan,,甘
暋,bín,,甘
暋,bîn,,甘
暌,ke,,甘
暍,hat,,甘
暎,iòng,,甘
暏,tóo,,甘
暐,uí,,甘
暒,tsîng,,甘
暘,sik,,甘
暘,iông,,甘
暞,kiáu,,甘
暠,hō,,甘
暠,kó,,甘
暡,óng,,甘
暪,bún,,甘
暯,bo̍k,,甘
暳,huī,,甘
暵,hàn,,甘
暸,liâu,,甘
暹,siām,,甘
暾,thun,,甘
曄,iap,,甘
曇,thâm,,甘
曈,tông,,甘
曎,i̍k,,甘
曏,hióng,,甘
曏,hiòng,,甘
曒,kiáu,,甘
曔,kìng,,甘
曙,sū,,甘
曚,bông,,甘
曛,hun,,甘
曜,iāu,,甘
曣,ian,,甘
曦,hi,,甘
曨,lông,,甘
曩,lóng,,甘
曫,luân,,甘
曬,lē,,甘
曬,sà,,甘
曭,thóng,,甘
曶,hut,,甘
曷,at,,甘
曷,hat,,甘
朁,tshám,,甘
朁,tsiâm,,甘
朅,khiat,,甘
朌,hûn,,甘
朏,huí,,甘
朏,phut,,甘
朐,khu,,甘
朐,kû,,甘
朓,thiáu,,甘
朘,suan,,甘
朘,tsuê,,甘
朙,bîng,,甘
朞,ki,,甘
朞,kî,,甘
朢,bōng,,甘
朣,tông,,甘
朥,liâu,,甘
朥,lô,,甘
朦,bông,,甘
朧,lông,,甘
朮,su̍t,,甘
朮,tsu̍t,,甘
朲,jîn,,甘
朳,pat,,甘
朶,tó,,甘
朹,kiû,,甘
朹,kiū,,甘
机,ki,,甘
机,kí,,甘
朻,kiû,,甘
朾,ting,,甘
朿,tshù,,甘
杈,tsha,,甘
杈,tshai,,甘
杋,huân,,甘
杌,gut,,甘
杔,thok,,甘
杕,tē,,甘
杗,bîng,,甘
杗,bông,,甘
杙,i̍k,,甘
杝,tî,,甘
杠,kang,,甘
杠,kong,,甘
来,lâi,,甘
来,lāi,,甘
杪,biáu,,甘
杬,guán,,甘
杬,guân,,甘
杲,hó,,甘
杲,kó,,甘
杳,biáu,,甘
杴,hiam,,甘
杶,tshun,,甘
杶,thun,,甘
杸,sû,,甘
杻,liú,,甘
杼,thú,,甘
极,kiap,,甘
极,kiat,,甘
枅,ke,,甘
枇,pî,,甘
枊,gông,,甘
枌,hûn,,甘
枎,hu,,甘
枎,hû,,甘
枏,lâm,,甘
枑,hōo,,甘
枒,gâ,,甘
枓,tóo,,甘
枘,juē,,甘
枚,muî,,甘
枰,pîng,,甘
枰,phîng,,甘
枲,sí,,甘
枳,tsí,,甘
枹,hu,,甘
枹,hû,,甘
枼,ia̍p,,甘
枾,khī,,甘
柀,phí,,甘
柀,pí,,甘
柁,tô,,甘
柂,tî,,甘
柃,lîng,,甘
柅,ní,,甘
柌,sû,,甘
柎,hu,,甘
柎,hū,,甘
柒,tshik,,甘
柒,tshit,,甘
柘,tsià,,甘
柘,tòo,,甘
柙,a̍p,,甘
柛,sin,,甘
柜,kū,,甘
柜,kuī,,甘
柝,thok,,甘
柞,tsik,,甘
柞,tsi̍k,,甘
柞,tso̍k,,甘
柟,jiám,,甘
柟,lâm,,甘
柢,te,,甘
柢,tí,,甘
柤,tsa,,甘
柧,koo,,甘
柭,pua̍t,,甘
柭,puē,,甘
柮,lu̍t,,甘
柮,tu̍t,,甘
柰,nāi,,甘
柷,tsiok,,甘
柺,kuái,,甘
栂,bóo,,甘
栂,bôo,,甘
标,lím,,甘
栐,íng,,甘
栒,sún,,甘
栔,khè,,甘
栖,tshe,,甘
栖,se,,甘
栚,tīm,,甘
栛,lē,,甘
栝,kuat,,甘
栝,thiam,,甘
栝,thiám,,甘
栞,khan,,甘
栟,ping,,甘
栟,pìng,,甘
栩,hú,,甘
栩,hí,,十
栫,tshiàn,,甘
栫,tsun,,甘
栫,tsûn,,甘
栭,jî,,甘
栯,iú,,甘
栯,iū,,甘
栰,hua̍t,,甘
栲,khó,,甘
栲,kó,,甘
栳,ló,,甘
栴,tsian,,甘
栵,lē,,甘
栵,lia̍t,,甘
栻,sik,,甘
栻,thik,,甘
栿,ho̍k,,甘
桁,hîng,,甘
桁,hông,,甘
桄,kong,,甘
桊,kuàn,,甘
桍,koo,,甘
桎,tsik,,甘
桎,tsit,,甘
桏,kiông,,甘
桓,huân,,甘
桫,so,,甘
桬,sa,,甘
桮,pue,,甘
桯,thing,,甘
桲,pu̍t,,甘
桴,hôo,,甘
桴,hu,,甘
桷,kak,,甘
桹,lông,,甘
桼,tshik,,甘
桼,tship,,甘
梀,tshiok,,甘
梀,sok,,甘
梂,kiû,,甘
梃,thíng,,甘
梆,pang,,甘
梌,tôo,,甘
梏,khok,,甘
梐,pē,,甘
梓,tsú,,甘
梖,puè,,甘
梖,kú,,甘
梘,hiān,,甘
梘,kián,,甘
梙,huān,,甘
梚,buán,,甘
梜,kiap,,甘
梠,lū,,甘
梡,khuán,,甘
梢,sau,,甘
梤,hun,,甘
梦,bōng,,甘
梩,lî,,甘
梪,tōo,,甘
梫,tshím,,甘
梮,kiok,,甘
梱,khún,,甘
梲,thuat,,甘
梲,tsuat,,甘
梴,iân,,甘
棃,lê,,甘
棅,pìng,,甘
棇,tshong,,甘
棊,ki,,甘
棊,kî,,甘
棌,tshái,,甘
棎,siâm,,甘
棐,huí,,甘
棑,pâi,,甘
棓,pue,,甘
棓,puê,,甘
棔,kuat,,甘
棖,tshîng,,甘
棖,tiông,,甘
棘,kik,,甘
棙,lia̍t,,甘
棞,khún,,甘
棡,kong,,甘
棢,bóng,,甘
棣,tē,,甘
棣,tī,,甘
棣,tāi,,甘
棤,tshiok,,甘
棤,sik,,甘
棥,huân,,甘
棦,thing,,甘
棦,thîng,,甘
棨,khè,,甘
棫,hi̍k,,甘
棬,kuan,,甘
棯,jím,,甘
棯,liām,,甘
棱,lîng,,甘
棳,thuat,,甘
棳,tsuat,,甘
棶,lāi,,甘
棷,tsoo,,甘
棸,tsoo,,甘
棹,tsāu,,甘
棻,hun,,甘
棼,hun,,甘
椀,uán,,甘
椁,kok,,甘
椄,tsiap,,甘
椆,tiû,,甘
椈,kiok,,甘
椊,tsuī,,甘
椊,tsu̍t,,甘
椋,liông,,甘
椌,khong,,甘
椎,thuî,,甘
椎,tsui,,甘
椎,tuî,,甘
椐,ku,,甘
椑,pi,,甘
椓,ti,,甘
椓,tok,,甘
椔,tsu,,甘
椗,tīng,,甘
椳,ue,,甘
椴,tuān,,甘
椴,ká,,甘
椷,hâm,,甘
椹,tsim,,甘
椽,thuân,,甘
椿,tshun,,甘
椿,thun,,甘
楂,tsa,,甘
楄,pian,,甘
楄,piân,,甘
楅,pik,,甘
楇,kó,,甘
楈,su,,甘
楈,sú,,甘
楉,jio̍k,,甘
楋,la̍t,,甘
楎,hui,,甘
楎,hûn,,甘
楒,su,,甘
楔,siat,,甘
楖,tsik,,甘
楗,kiān,,甘
楘,bo̍k,,甘
楙,bōo,,甘
楛,hōo,,甘
楜,hôo,,甘
楜,ôo,,甘
楞,lîng,,甘
楟,tîng,,甘
楢,iû,,甘
楤,tshong,,甘
楥,huàn,,甘
楥,uân,,甘
楧,ing,,甘
楨,tsing,,甘
楩,piân,,甘
楩,piān,,甘
楪,ia̍p,,甘
楫,tship,,甘
楮,tóo,,甘
楮,tsú,,甘
楯,tún,,甘
楴,tè,,甘
楴,thè,,甘
楶,tsiat,,甘
楸,tshiu,,甘
楺,jiú,,甘
楺,jiû,,甘
榎,ká,,甘
榓,bi̍t,,甘
榖,kok,,甘
榗,tsiàn,,甘
榗,tsìn,,甘
榢,kà,,甘
榤,kia̍t,,甘
榥,hóng,,甘
榦,kàn,,甘
榧,huí,,甘
榪,mā,,甘
榭,siā,,甘
榯,sî,,甘
榰,tsi,,甘
榱,sue,,甘
榷,kak,,甘
榷,khak,,甘
榼,khap,,甘
榾,kut,,甘
榿,khi,,甘
槁,kó,,甘
槂,sun,,甘
槃,phuân,,甘
槃,puân,,甘
槄,tho,,甘
槅,kik,,甘
槆,sûn,,甘
槈,lōo,,甘
槊,sok,,甘
槎,tsa,,甘
槏,khiám,,甘
槕,tok,,甘
槙,tsin,,甘
槙,tian,,甘
槢,si̍p,,甘
槣,ki,,甘
槣,kì,,甘
槥,huī,,甘
槧,tsām,,甘
槨,kok,,甘
槩,khài,,甘
槫,hû,,甘
槭,tshiok,,甘
槭,sik,,甘
槮,sam,,甘
槮,sim,,甘
槱,iú,,甘
槲,ha̍k,,甘
槴,hōo,,甘
槵,huān,,甘
槷,giat,,甘
槸,gē,,甘
槻,kui,,甘
槾,bān,,甘
槿,kín,,甘
槿,kīn,,甘
樀,tik,,甘
樁,tsiong,,甘
樁,tsong,,甘
樅,tshiong,,甘
樆,lî,,甘
樊,huân,,甘
樏,luí,,甘
樐,lóo,,甘
樒,bi̍t,,甘
樔,tshau,,甘
樕,sok,,甘
樗,thu,,甘
樚,lo̍k,,甘
樛,khiu,,甘
樜,tsià,,甘
樝,tsa,,甘
樠,buân,,甘
樠,bûn,,甘
樢,oo,,甘
樨,se,,甘
樲,ti̍k,,甘
樲,jī,,甘
樷,tshông,,甘
樻,kuī,,甘
樽,tsun,,甘
樾,ua̍t,,甘
樿,tsiàn,,甘
樿,siān,,甘
橃,hua̍t,,甘
橅,bôo,,甘
橆,bú,,甘
橆,bû,,甘
橇,khiau,,甘
橈,jiâu,,甘
橈,lāu,,甘
橉,lín,,甘
橉,līn,,甘
橊,liû,,甘
橐,thok,,甘
橑,liâu,,甘
橑,ló,,甘
橔,tuê,,甘
橔,tun,,甘
橕,tîng,,甘
橗,bîng,,甘
橘,kiat,,甘
橘,kiok,,甘
橙,tshîng,,甘
橙,tìng,,甘
橙,tîng,,甘
橚,siau,,甘
橚,siok,,甘
橜,khuat,,甘
橜,kuat,,甘
橝,tâm,,甘
橝,thâm,,甘
橞,huī,,甘
橡,siōng,,甘
橢,thó,,甘
橢,thò,,甘
橦,tông,,甘
橧,tsing,,甘
橪,ian,,甘
橪,jián,,甘
橺,kan,,甘
橺,kán,,甘
橿,kiong,,甘
檁,lím,,甘
檄,hi̍k,,甘
檉,tshing,,甘
檋,kiok,,甘
檍,ik,,甘
檎,khîm,,甘
檐,iân,,甘
檐,liâm,,甘
檐,tàm,,甘
檑,luî,,甘
檒,hong,,甘
檕,hē,,甘
檕,ke,,甘
檖,suī,,甘
檗,phik,,甘
檛,tshua,,甘
檟,ká,,甘
檠,kîng,,甘
檣,tshiông,,甘
檥,gí,,甘
檫,tshat,,甘
檬,bông,,甘
檮,tó,,甘
檮,tô,,甘
檴,hōo,,甘
檴,hok,,甘
檺,hô,,甘
檺,kó,,甘
檻,lām,,甘
檼,ìn,,甘
檽,juán,,甘
檽,lōo,,甘
檾,khíng,,甘
檿,iám,,甘
檿,iàm,,甘
櫁,bi̍t,,甘
櫂,tsāu,,甘
櫅,tse,,甘
櫅,tsê,,甘
櫇,phó,,甘
櫇,pô,,甘
櫈,tìng,,甘
櫋,biân,,甘
櫌,iu,,甘
櫎,hóng,,甘
櫏,tshian,,甘
櫑,luí,,甘
櫑,luî,,甘
櫘,huī,,甘
櫚,lû,,甘
櫛,tsiat,,甘
櫝,to̍k,,甘
櫞,iân,,甘
櫟,li̍k,,甘
櫟,lo̍k,,甘
櫡,tsiok,,甘
櫡,tū,,甘
櫧,tsu,,甘
櫨,lôo,,甘
櫪,li̍k,,甘
櫬,tshàn,,甘
櫬,tshìn,,甘
櫬,kuàn,,甘
櫯,soo,,甘
櫱,gia̍t,,甘
櫸,kú,,甘
櫺,lîng,,甘
欀,siong,,甘
欂,phok,,甘
欂,po̍k,,甘
欃,tsham,,甘
欃,tshâm,,甘
欇,liap,,甘
欋,kû,,甘
欏,lô,,甘
欑,tsuàn,,甘
欒,luân,,甘
欓,tòng,,甘
欔,khok,,甘
欛,pà,,甘
欞,lîng,,甘
欨,hu,,甘
欬,khài,,甘
欭,in,,甘
欮,khuat,,甘
欮,kuat,,甘
欯,khiat,,甘
欱,hâm,,甘
欱,ha̍p,,甘
欵,khuán,,甘
欷,hi,,甘
欹,khi,,甘
欻,hut,,甘
欼,tshí,,甘
欿,hám,,甘
欿,kham,,甘
欿,khám,,甘
欿,tham,,甘
歁,kham,,甘
歁,khám,,甘
歂,tshuan,,甘
歃,tshap,,甘
歈,jû,,甘
歊,hiau,,甘
歍,oo,,甘
歑,hoo,,甘
歔,hu,,甘
歖,hi,,甘
歖,hí,,甘
歘,hut,,甘
歙,hip,,甘
歛,hâm,,甘
歜,tshiok,,甘
歜,tsiok,,甘
歠,tshuat,,甘
歱,tsióng,,甘
歾,bún,,甘
歾,bu̍t,,甘
歿,bu̍t,,甘
殀,iáu,,甘
殂,tsoo,,甘
殄,tsín,,甘
殄,thián,,甘
殆,tāi,,甘
殍,piáu,,甘
殔,īnn,,甘
殙,būn,,甘
殙,hun,,甘
殛,kik,,甘
殟,un,,甘
殟,ut,,甘
殣,kīn,,甘
殤,siong,,甘
殨,huē,,甘
殫,tshián,,甘
殫,tan,,甘
殰,to̍k,,甘
殲,tshiam,,甘
殲,siam,,甘
殳,bu̍t,,甘
殳,sû,,甘
殽,ngâu,,甘
毃,khak,,甘
毃,khau,,甘
毃,khok,,甘
毄,kik,,甘
毄,hē,,甘
毆,óo,,甘
毆,áu,,甘
毆,khu,,甘
毋,bôo,,甘
毋,bú,,甘
毋,bû,,甘
毐,ai,,甘
毐,ái,,甘
毑,tsiá,,甘
毓,io̍k,,甘
毖,pì,,甘
毗,pî,,甘
毘,pî,,甘
毚,tshâm,,甘
毡,tsian,,甘
毣,bo̍k,,甘
毤,thuè,,甘
毤,thò,,甘
毦,jī,,甘
毧,jiông,,甘
毨,sián,,甘
毬,kiû,,甘
毰,puê,,甘
毱,kiok,,甘
毳,tshuì,,甘
毸,su,,甘
毹,jû,,甘
毺,jû,,甘
毻,thò,,甘
毼,at,,甘
毾,thap,,甘
毿,sam,,甘
氂,lî,,甘
氃,tông,,甘
氄,jiông,,甘
氅,tshióng,,甘
氆,póng,,甘
氊,tsian,,甘
氌,lóo,,甘
氌,lô,,甘
氍,kû,,甘
氐,te,,甘
氐,tí,,甘
氓,bîn,,甘
气,khì,,甘
气,khit,,甘
氛,hun,,甘
氜,iông,,甘
氤,in,,甘
氳,un,,甘
氷,ping,,甘
氻,li̍k,,甘
氼,li̍k,,甘
氼,jio̍k,,甘
氾,huàn,,甘
氿,khuí,,甘
汀,thing,,甘
汃,phat,,甘
